artist.familiarity,artist.name,artist.terms,song.id,song.year
0.565819847,Frenchy,rockabilly,SOKBIAI12AB0180E97,1647
0.52114352,Cadacross,folk metal,SOOABJR12A58A779B0,2002
0.717670525,The New York Dolls,glam rock,SOVZKIS12AF72A0A93,1973
0.79633706,Alice In Chains,grunge,SOFHVPF12A8C134ED7,1992
0.554851898,BerrogA1/4etto,gaita,SOGMYFZ12AC468ACED,2000
0.395603509,David Saylor,soul,SOPAZGG12AC3DF6DC1,1074
0.436983412,Martin Lawrence,hip hop,SODHEVC12A58A81DA0,1781
0.844039532,Anti-Flag,oi,SOBMWTE12A8C13C2AF,2008
0.767768809,Silverchair,post-grunge,SOXLEKB12A8C1338EE,1716
0.394805824,NO-TONE ft.Inusa,power electronics,SOWOMMS12A8AE499EB,1817
0.38090588,Henri Pousseur,serialism,SOWWYDN12AB01825F7,1133
0.504410115,Marygold,pop rock,SOMSPYS12A6D4FEDBB,1038
0.685221935,Dope Stars Inc.,nu metal,SOXPAGL12A8C13792D,2006
0.70441147,Bobby Darin,brill building pop,SOGRPFI12A8C1349A6,1354
0.585514007,The Vaughan Brothers,blues-rock,SOSXAMA12A8C133298,1990
0.609817354,The Wiyos,blues,SOSAXES12AC3DF68E7,1921
0.670642844,Oh No,hip hop,SOEAASN12A58A7932D,2009
0.361362812,Eddie and the Subtitles,rockabilly,SOAWYUA12A8C144D4D,1658
0.839297678,Bon Jovi,rock,SOFZXTF12AB018D64B,1995
0.528653456,4 Skins,oi,SOLSXXH12A8C143166,1098
0.421187326,Eddie Calvert,cool jazz,SONHNAC12A8C13A15A,1137
0.479620747,Sivuca,brazilian jazz,SORWVHN12A8C1459EA,1423
0.773736294,Jason Michael Carroll,country rock,SONMZBU12A58A7D2D3,2007
0.582061745,The Scare,art rock,SOONMKD12A81C2413A,1830
0.606769573,Burt Bacharach,brill building pop,SOTMGME12AB017F79B,1967
0.679519208,James Horner,rock,SOKGPRX12A8C138268,2003
0.236105041,Mario Telles,samba,SOKPBBP12A8AE49419,1962
0.607260129,The Chi-Lites,disco,SONHEUO12AF72A4792,1372
0.502358284,The Katies,power pop,SONXKLQ12A8C141242,1984
0.86652032,Michael Jackson,motown,SOQUAIH12AB0181406,1972
0.400978964,The Shangri-Las,doo-wop,SOBDYCT12AB0183AF5,1964
0.327675437,The Wicklows,irish folk,SOJGZUS12AB018591F,1207
0.49125621,DJ Godfather,electro,SOHSKIN12AB01842A1,1307
0.646322062,Arkona,black metal,SOEIWHD12AB018D0A9,1869
0.258591186,Coolio Da Unda Dogg,game,SOIOVEN12AB018606D,1536
0.58097151,Bally Sagoo,bhangra,SODXECL12A8C142265,1189
0.934935267,Mariah Carey,dance pop,SOXQZOE12A8C137367,1990
0.589995162,Walter Trout,blues-rock,SOGMPPO12AB0185916,1992
0.711783681,Big Rich featuring J. Stalin_ Aristotle,hyphy,SOHBIKA12AB01857DB,1936
0.62117047,Abbott & Chambers,progressive trance,SOOUEFP12A81C2272E,1146
0.43148852,Django AsA1/4l,german,SOWWAKW12A8C13B507,2004
0.440804614,Electrostatic,big beat,SOBYBZS12AB018774D,1813
0.776598968,Helmet,rapcore,SOJMQQX12AB0185046,1992
0.442818538,Quinteto Violado,brazilian pop music,SOCALOE12A8C134F6A,1590
0.627917468,Dax Riggs,blues-rock,SOTVTCG12AB018ABEB,2007
0.43331739,Edmond Leung,cantonese pop,SOECFGK12A8C13A8AE,1542
0.630928608,Heaven 17,new romantic,SOSZAQZ12A8C139FD8,2009
0.539311728,Mr Lab!,chill-out,SOOJZFE12A8C136655,2008
0.668020249,George Lopez,california,SORNZLS12AB018E4AB,2009
0.444926413,Gertrudis,big beat,SOYIZXR12A8AE4633F,2003
0.411904978,Charles Aznavour,dub,SOAKDLX12A67ADAFC5,1537
0.42137606,Gran Coquivacoa,gaita,SOESSSK12A8C1454D4,1081
0.489816269,Alice Stuart,electric blues,SOYUUDD12A6D4FB7B4,1693
0.407448072,Rainer Bielfeldt,chanson,SOQAJLA12AB018251A,1403
0.500510256,Jason & The Scorchers,country rock,SOMXUFQ12AF72A0646,1983
0.494252819,Corderoy,hard trance,SORGBYP12AB0182E4F,1921
0.548185196,Mithotyn,viking metal,SOWAJLH12AB017C2EC,1998
0.540862602,Twenty 4 Seven,happy hardcore,SOSVWFQ12AC95F0272,1096
0.902062927,Lupe Fiasco feat. GemStones and Graham Burris,hip hop,SOIYEXL12AC9074DD1,2007
0.679011869,Joi,breakbeat,SODKSMV12A6D4F6922,1379
0.538346827,Entre RAos,alternative dance,SOEJCCJ12A58A7AF1D,2005
0.469018735,DCX,hard trance,SOFKJVX12A8C134B03,2008
0.856448924,Usher featuring Jermaine Dupri,hip hop,SOYEDIE12A8C142C36,1749
0.424223135,Creedence Clearwater Revisited,country rock,SOHJEIX12AB017F997,1998
0.456136674,Marc Perrone,musette,SOVEQUY12AB0186A16,1265
0.588571842,Memphis Minnie,country blues,SOMEEAR12AAF3B3F86,1995
0.19631206,Big Daddy Rick,ghetto tech,SOHBHNO12AB018662A,1063
0.410145992,Kekele,soukous,SOJEWQG12AB018BD74,2005
0.332194383,Gail Davies,singer-songwriter,SOLIBHA12AB018800D,1666
0.646401653,Elvenking,folk metal,SOXWXPG12A6D4FE1EA,2004
0.325700771,Karen Peck And New River,country gospel,SOOCIQX12A6D4F92D3,2000
0.491238422,Leslie Mendelson,folk-pop,SOCOTGR12AB01869CF,2009
0.515847654,Claire Hamill,new age,SOQQDXF12A8C1416F4,1598
0.031013499,Mind Furniture,progressive rock,SOJVIWA12AB0189127,1433
0.496244737,Orquesta Sublime,salsa,SONAYZR12A8C144497,1306
0.598739119,Chico Hamilton,jazz funk,SOAQCNA12AB01848DD,1226
0.770040695,A Tribe Called Quest,jazz rap,SOFCKEK12A8AE46966,1998
0.641525136,John Brown,hard trance,SOPGEJZ12AB0184A18,1366
0.505074303,Percy Mayfield,jump blues,SOEXULP12AB0186514,1950
0.40724312,Jack Sheldon,bebop,SOBSGAZ12A8C13A351,1019
0.67161064,VHS Or Beta,disco,SOIIZQG12A58A7A753,2004
0.602159673,Corb Lund,british pop,SOSIXEN12AC4689235,1459
0.324422217,The Mystic Moods Orchestra,space age pop,SOTQZTJ12AB0183192,1200
0.838924311,Alice Cooper,shock rock,SOTJZBJ12A8C143A71,1971
0.643016666,Al Di Meola,latin jazz,SOKWNWI12A8C13383F,1980
0.164853301,Paul Overman,meditation,SONFWUQ12AB0185971,1121
0.540037749,Mongo Santamaria,latin jazz,SOPQKMQ12AB017AF79,1963
0.681090692,The Distillers,grunge,SOBANXX12A8C1388F9,2000
0.589694605,Ms. Dynamite / Kymani Marley,grime,SOAOXTG12A67021AA7,2002
0.701118744,ARRESTED DEVELOPMENT,hip hop,SOKELFE12A6D4F7911,1993
0.470212296,Line Renaud,chanson,SOSHODU12A6D4F87B7,1134
0.42137606,Gran Coquivacoa_ Neguito Borjas,gaita,SONGPXG12AB0184A31,1675
0.450053568,Dobet GnahorA(c),blues-rock,SOYWXIK12AB017C22B,1997
0.551682526,CafA(c) Quijano,pop rock,SOIAJUT12A8AE4888C,1999
0.497307512,Scott Wesley Brown,modern rock,SORFVTH12A58A7D001,1486
0.582129295,Fernando Ortega,ccm,SOBMYJF12A8C141AD2,1997
0.462642321,Les Paul and Mary Ford,space age pop,SOWAAYI12A6701C186,1046
0.501726333,Jimmy Witherspoon,jazz blues,SOADDSQ12AB01807A8,1267
0.709010525,Amorphis,progressive metal,SOBARGP12A58A7B1D9,1994
0.417572837,Mr.De',detroit techno,SORXMXJ12AAA15D02E,1134
0.81195304,The Cure,new wave,SOBLUQR12A67021450,1981
0.448318719,Cliff Edwards/Disney Studio Chorus,vocal jazz,SOEKGLO12A8C1363DE,1991
0.606118646,Tammy Wynette,honky tonk,SODCZSU12AB018306C,1968
0.831163941,Alexisonfire,post-hardcore,SOZZVMW12AB0183B52,1271
0.503523667,Sonny James,country blues,SOZLSBK12A6D4F87B8,1967
0.620027189,Charly GarcAa,pop rock,SOPEGIG12A6D4F8CAB,2003
0.557094505,The Elders,celtic rock,SOFNXKP12AB0188C0D,1307
0.603882792,Rachel Portman,soft rock,SOQHAXR12A8C142BC7,2008
0.618296844,Charlie Haden,free jazz,SOXHKRT12A6D4F89C8,2002
0.285210316,Walter Wanderley Trio,latin jazz,SOJLDSP12A8C1350D8,2019
0.445858671,Marilyn Horne,opera,SOQJJVP12AB01868CB,1276
0.310776523,Marga Gomez,comedy,SOSBGOF12A6D4FB506,1868
0.56335349,Apache Indian,dancehall,SOGYTNT12A6D4F906F,1261
0.566013954,John Berry,country rock,SONOVXO12AB01877FE,1700
0.380341154,Noah Lewis,ghetto tech,SOYBNOK12AB018B3C3,2002
0.772873274,Vangelis,progressive rock,SOEFBHK12A8C1350A0,1245
0.540279892,Crazy Horse,country rock,SONQGFP12A6D4FAEAF,1731
0.214837192,The Sun Harbor's Chorus-Documentary Recordings,patriotic,SOOFIJM12A8C1359D1,1874
0.694983409,Gustavo Cerati,electronica,SOCQAEO12AB01825BC,1600
0.749217793,LL Cool J,hip hop,SOBQRZJ12A6310E1F8,2004
0.31569241,Roger Reynolds,serialism,SOIMDST12A6D4FB995,1479
0.786427083,BT,electronica,SOOTFBM12A6D4FCD69,2005
0.730264991,George Jones,honky tonk,SODNBYJ12A58A78504,1666
0.414488208,Tito Allen,salsa,SOGVZCB12AB0180FC0,1916
0.732393863,Kris Kristofferson,western swing,SONLHUA12A8C14470A,1774
0.608703568,The Del McCoury Band,bluegrass,SOVGRWF12A8C144940,1997
0.64444361,L7,grunge,SOIUTCL12AB0188849,1994
0.2860406,Antonio Koudele,guitar,SOJOMPY12AB01841A3,1355
0.722570574,Moonspell,sympho black metal,SOXNUWK12A8C140027,1092
0.670615396,Rickie Lee Jones,folk rock,SOLDRGH12A8C131F5D,1991
0.571681627,Fabolous,gangster rap,SOVGIQD12A6701F668,2003
0.554981513,Perez Prado_ His Orchestra,gabba,SOJQYBG12AB018B656,1305
0.418255215,Vic Chou,cantonese pop,SOJTWAZ12A8C144E69,1759
0.635757022,Hank Locklin,honky tonk,SORWUTQ12A8C1465BC,1615
0.675919557,Joe Bonamassa,blues-rock,SOGDSYD12AF72A0F02,1946
0.624573379,X-Raided,gangster rap,SOFWUBT12A8C13A9C7,1413
0.314412069,Mike Vax,hard bop,SOUPQOK12A6D4FDC9E,1614
0.515847654,Claire Hamill,new age,SOZQBLB12A8C141242,1899
0.695416519,Marcus Miller,jazz funk,SOLSWKN12AB018510E,1226
0.609816403,Alexandre Desplat,soundtrack,SOKPGFN12A8C143481,1127
0.591696069,The Dells,chicago soul,SOCEIHL12A8C13BDF5,2007
0.38090588,Henri Pousseur,serialism,SOCBRFS12AB01825FA,1083
0.586021472,Gian Marco,pop rock,SOXNYJQ12A8C13502D,1369
0.840651579,The All American Rejects,emo,SODRQHM12A8C1343AD,2007
0.836039353,The Who,british invasion,SOCPHKW12AB0182D36,2009
0.624252499,Jim Reeves,country gospel,SOJQGPD12A8C13AD3D,2000
0.655483478,Camp Lo,pop rap,SOKAVIC12AF72A4556,1997
0.52607728,Atman,downtempo,SOHRTAR12A8C13FC87,1997
0.607105153,Novika,deep house,SOTLACM12A8C132954,2006
0.520757635,Atomic Rooster,hard rock,SOONBLX12AC468AA6B,1972
0.77149215,Sade,quiet storm,SOHUEFC12A8AE4827A,1988
0.435026684,Kako,salsa,SORJVVF12AAF3B1F63,1724
0.713782886,Fever Ray,electronic,SOIXAJN12AB0183EE3,2009
0.840963901,Jimi Hendrix,blues-rock,SODYMIJ12AB018C2D5,1975
0.597281478,Chris Clark,motown,SOAIGNB12A67020200,1967
0.570016703,Gene Chandler,chicago soul,SOMYYQD12AB0184CE2,1757
0.55746022,RaphaA<<l,chanson,SOAEXGD12A6D4FB738,2007
0.63419618,Parachute Band,ccm,SOPFNDA12AF72A2A54,1336
0.760270106,Tech N9ne,gangster rap,SOLOEUN12AC95F02CE,2008
0.036043617,Jenney,german pop,SOBGYQD12A67ADC8F9,1177
0.021492905,Blingtones,turnablism,SOITISS12AB018667D,1199
0.332330882,Deekline & Wizard,breakbeat,SOJDGAU12AB0181EB5,1220
0.391693642,Terje Lie,jazz fusion,SOBOKKZ12AB0186EDD,1693
0.785120149,Soilwork,death metal,SOUGZRZ12A81C21052,2007
0.596764437,V V Brown,neo soul,SOUWYFC12AB0181DAD,2009
0.258591186,Blindman's Sun,jam band,SOTXMJG12A81C22F8E,1481
0.592797346,Patton Oswalt,parody,SOGQWZF12A8C13DDDD,2007
0.624573379,X-Raided,gangster rap,SOHFJRL12AB0185571,1706
0.373850623,BA(c)zu,chanson,SODMQNG12AB0187811,1578
0.612804044,Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,opera,SOFJCSH12A81C20934,1619
0.534443602,Anthony Cruz,lovers rock,SOXTNNM12AB0182462,2002
0.679395051,Ashton Shepherd,country rock,SOMMALW12A58A79E93,2008
0.36843634,Anthony Watson,lovers rock,SOFFIQX12AC960DA6E,1054
0.591846288,2 Minutos,skate punk,SOZUZPV12AB017DB9B,1404
0.612912573,Michelle Tumes,ccm,SOGUDEQ12A6D4FAB25,1996
0.713322147,Daniel Johnston,power pop,SOLXJIL12AB01889FA,2009
0.498663649,Nelson Ned,latin jazz,SOBLOJA12A6D4FA128,1427
0.859873312,P.O.D.,alternative metal,SODMJKG12A670202EB,1284
0.438643499,Benny Spellman,delta blues,SOEBVZQ12AB01869D3,1349
0.68108442,Beres Hammond Feat. Jah Youth,lovers rock,SOAKCBR12A6D4F6D04,1163
0.436660213,Confetti's,new beat,SOAKAPR12AB01845BE,1167
0.504218756,Tommy Makem;The Clancy Brothers,irish folk,SORANXJ12A8C142F90,1911
0.851073009,Funeral For A Friend,post-hardcore,SOLQRVZ12A67ADAD17,2005
0.56952416,Hatiras,tech house,SOPRWZO12AAF3B45DB,2001
0.840432467,3 Doors Down,post-grunge,SOSHGBG12A8151BD89,2008
0.504410115,Marygold,pop rock,SOLYCWK12A6D4FEDC2,1122
0.586000058,Delta 9,gabba,SOLLROO12AB0188D51,1380
0.518310127,Cactus,blues-rock,SOSULYS12A8151CC9D,1469
0.919517092,Plies featuring Tank,gangster rap,SOFKEDR12A8C13D381,2007
0.646922725,Ray Davies,pop rock,SOYCJFP12AB017B7C4,1655
0.527279843,Terry Dexter,pop rap,SODHUER12AB018859B,2008
0.596602385,45 Grave,deathrock,SOAFTRY12A6D4F81C7,1989
0.516406816,Diamond Rexx,glam metal,SOQLRND12A6D4FD162,1584
0.577228503,Poncho Sanchez,latin jazz,SOJNQGL12AAF3B27B2,1933
0.683771102,Bebo Norman,ccm,SOAVNNL12A8C145B33,2008
0.809323793,Butthole Surfers,noise rock,SOAPIHC12A6D4F5FD5,1993
0.579135433,Shout Out Out Out Out,alternative dance,SOFIUCS12AB01896AD,2009
0.315171278,FSTZ,dubstep,SOMBRML12AB018BAB8,1791
0.629301806,Alan Silvestri,country rock,SOENCQG12A8C13599B,1142
0.547947709,Randy Stonehill,ccm,SORRXCI12A8135828A,1286
0.433194639,George Faith,reggae,SOTQOSY12A67021C2D,1996
0.673238691,Uriah Heep,heavy metal,SOCYVUM12AB01822C0,2006
0.439094457,Edgar Bori,los angeles,SOCKDUL12AC9097E13,1684
0.411875463,Yvette Horner,chanson,SOCNIVN12AC3DF98D2,1498
0.710823146,Marc Broussard,blue-eyed soul,SODYMGA12A8C142925,1170
0.550121326,Montrose,classic rock,SOCMRCQ12A8C140094,1450
0.928936926,Slipknot,rap metal,SOORPUL12A58A7A6E7,1797
0.411243889,TRAM 11,hip hop,SOMMCPU12AB018AA2C,2000
0.524719598,Petrol,big beat,SOKOYCF12AB017AF6D,1631
0.672680593,Mudhoney,grunge,SOFYIDZ12AB0180A2B,1991
0.366302895,Barbara Lusch,jazz,SOWMYEK12A8C141C1C,1588
0.232824089,John Wesley Ryles,country,SOXGJTM12AB017E948,1133
0.748104672,Eno,electronic,SOXZMDS12A8C1354C7,1973
0.485855596,Darden Smith,blues-rock,SOAXEJI12A6D4FCE3E,2004
0.491458521,Lifer,nu metal,SOHPWUL12A6D4F93B1,2001
0.578808327,Future Leaders of the World,post-grunge,SOXTICT12A8C136043,2004
0.616263882,Messy Marv & D.Z.,gangster rap,SOHLMXE12AB018C4D0,1025
0.426451845,The Tall Grass,garage rock,SODDUKA12AB0187DF4,1972
0.351786572,Green and Yellow,eurodance,SOYXXMC12A8AE45E55,1909
0.644519692,Zeromancer,industrial rock,SOZEFPO12AB0184AEC,2010
0.639436949,David Arkenstone,celtic,SOICYYA12A8C136A31,1578
0.751629597,Kenny G,instrumental pop,SOSYKKS12A8C1388DF,1983
0.438213094,Renee Rosnes,hard bop,SOGPTOQ12A6D4F7FCC,2000
0.821697317,Deftones,rap metal,SOCKUUJ12A6D4FA41C,1997
0.75504135,Jesse Malin,urban folk,SORHBPD12A8C1434B6,2004
0.839297678,Bon Jovi,rock,SOJBLJQ12A67ADAF0F,2004
0.601295442,Tigerstyle,bhangra,SOUALQN12A6D4F98AA,1093
0.451784406,Sophie Tucker,vaudeville,SOPSCFO12AB0189541,1246
0.709472621,Gregory Isaacs,lovers rock,SOFBSQK12AB01888C6,1697
0.687429811,Krayzie Bone,gangster rap,SOGAEXV12A8C138122,1523
0.460250922,Paso Doble,europop,SORYKRN12A8C13CFC5,1839
0.462510835,impulsonic,breakbeat,SOKNQNE12A8C146767,1355
0.328129808,GAPteborgs Symfoniker / Neeme JA$?rvi,Russian Easter Festival_ Overture_ Op.36, Polovtsian Dances / Rimsky-Korsakov: Russian Easter,1411
0.522490451,Paul Glazby,hard house,SOMHXLM12AB0184608,1705
0.520553746,J.B.Lenoir,chicago blues,SOKETSC12AB017B56C,1134
0.691850737,Broadcast,dream pop,SODVPYI12AB017B0D2,2000
0.332330882,Deekline & Wizard,breakbeat,SOUDJLX12AB0181ECE,1087
0.679654239,SWAMI featuring Ishmael Morabe,downtempo,SONUHEM12AB01899D0,2007
0.323008991,The Jackson Southernaires,southern gospel,SOQXKUW12AC9072842,1564
0.872536599,Aerosmith,blues-rock,SOXNERI12A6701E92E,1988
0.45148172,The Tamperer,eurodance,SOBSVDV12AB0186089,1469
0.470212296,Line Renaud,chanson,SOKWINH12A8C136EA1,1736
0.928936926,Slipknot,rap metal,SOFHTFD12A8AE47A17,1805
0.547035734,Super Cat,dancehall,SOWXKUV12A58A80BB4,1992
0.77087265,Missy Higgins,singer-songwriter,SOMMFNR12AB01888BC,1118
0.419945022,Ray Kane,island music,SORJXEE12AB018F69F,1905
0.555904123,The Paul Butterfield Blues Band,blues-rock,SOIBRVU12A6D4F98A4,1215
0.540037749,Mongo Santamaria Orchestra,latin jazz,SOJPAJO12AB017BFD2,1995
0.445926275,Larissa,hard trance,SOEXXVM12AB018697B,1812
0.510288293,Big Maybelle,jump blues,SOZCOAI12A8C1332A9,1995
0.744734767,Belle & Sebastian,indie pop,SOFCFSC12B0B80ACDB,2003
0.329947707,Bruce Katz Band,piano blues,SOTBWWI12A8C1426BE,1608
0.624573379,X-Raided,gangster rap,SOCHVFS12AB0181009,1472
0.441060152,Daniel Kobialka,celtic,SOLJYFW12A8C13F85C,1781
0.422413313,War Babies,glam metal,SOQJLWY12AB0180839,1991
0.64780203,Fastball,post-grunge,SOPQDEG12A6D4F8EAC,1233
0.294677922,Ray Sandoval,flamenco,SOLZKMN12A81C1FEBF,1630
0.4074304,Nick Ingman,jazz funk,SORSGFJ12AB0189573,1973
0.730669502,R.E.M.,jangle pop,SOBUHSM12AB0181ED6,1983
0.552416732,Herb Alpert And The Tijuana Brass,smooth jazz,SOABVWD12A58A7C3FF,1964
0.505784763,Washboard Sam,delta blues,SORDDBO12A58A7EE4B,1243
0.417936057,Rob Mullins,soul jazz,SONTDAI12AB017AD5E,1008
0.507009975,The Twinkle Brothers,roots reggae,SOFFNXS12A8C131D32,1124
0.360729206,AndrA(c) Verchuren,chanson,SOCBEPX12AB01829AE,1543
0.915823253,Madonna,dance pop,SOCHBAR12AB0187BA9,1985
0.770813652,Peggy Lee,vocal jazz,SOHWCXW12A6D4F801E,1325
0.39569381,Johnny Keating & All Stars,easy listening,SOQWHUD12AB0181D02,1533
0.592238743,Wordsworth feat. Adanita Ross,hip hop,SOIUXYS12AB0187595,2004
0.679748141,Naughty By Nature,gangster rap,SONLWDJ12AF72A2C9C,2002
0.532845303,Kruger,post-hardcore,SODMWLE12AB018DEA8,1420
0.329803211,Glen Ricks,lovers rock,SOHCLHZ12AB0181C44,1080
0.491059447,Vox Dei,new wave,SONFUJU12A8C136ED9,1971
0.733637825,John Fogerty,roots rock,SOQJYTI12A8C136FA9,1986
0.520553746,J.B. Lenoir,chicago blues,SOLCKMT12AB018874F,2001
0.575986601,Zebra,heavy metal,SOTRAIA12A8AE47465,1999
0.499157418,J. Karjalainen & Mustat Lasit,suomi rock,SOOTAPN12A8C140C40,1630
0.626957723,Julie Zenatti,chanson,SOQUXJK12AAF3B22A1,2004
0.758299704,The Tragically Hip,roots rock,SOMRYSL12AB01852A8,1996
0.866519754,Michael Jackson,motown,SOBKDCU12A6D4F80F6,1984
0.799689798,Fort Minor,rap metal,SOPZQHN12A6D4F84CA,2005
0.677420465,Elena,uk garage,SORTKRB12A8C131EF0,1381
0.724813068,Stephen Marley,roots reggae,SOLETWK12AF72A1079,2005
0.53528783,Ruby Isle,dance rock,SOJBAZO12AC4687571,1514
0.416147176,The King Sisters,calypso,SOWEVAT12AB0187AE7,1927
0.555765,Ray Conniff;Billy Butterfield,instrumental pop,SOIOUIR12AB017ED30,1877
0.510660236,Michael Gettel,chamber jazz,SOYUIMG12A8C135784,1992
0.518479125,Billy Butler,jazz funk,SOQDTSH12A6D4F9A5B,1734
0.675003401,T-Bone,ccm,SOBDLAF12AF72A69D7,2001
0.701441759,Agnostic Front,hardcore punk,SOEIVEC12A8C139DDA,2001
0.752058096,Kirk Franklin with tobyMac & Sonny (of P.O.D.),gospel,SOQHTUT12A8AE475F2,1332
0.64783484,Tinariwen,blues-rock,SOCSAVL12A6D4FAC37,2007
0.838924311,Alice Cooper,shock rock,SOHPXSL12A8AE47FCB,1982
0.59753764,Ramses,kraut rock,SOWAJLC12A8AE46C42,1991
0.624274356,MA3veis Coloniais de Acaju,samba,SORYNFW12A5891EC23,2005
0.577508974,Andy Andy,bachata,SOAZHOK12A8AE46E45,1412
0.649602604,Novembre,doom metal,SOZPTVU12A6D4F8B4D,2006
0.399817335,Symbiosis Orchestra,experimental pop,SOIRWHR12AAA15FCC6,1799
0.487066037,Crazy Girl,electro,SODBINY12AB017DAC4,1949
0.619396933,Luciana Souza,vocal jazz,SOWVNTY12A8C14508F,1355
0.348582598,Jim Kweskin_ The Jug Band,jug band,SOACEBF12A8C141362,1326
0.566796475,Percy Faith,instrumental pop,SOUHWIX12AB0189BB8,1378
0.39413854,Jimmy Wakely,classic country,SOIHVRS12AC468AC2E,1609
0.651772659,Berlin,dance rock,SOAEGMV12A8C1455F2,2002
0.424202828,California Oranges,twee pop,SOBZCAE12AB017F002,1490
0.535702528,Carlos NuA+-ez,flamenco,SOVENLZ12A8C13F7DE,2004
0.625157654,Java,musette,SOKNWHQ12AB017CC6C,1055
0.075124762,Sleepy D,hip house,SOEXTFN12AB0188B18,1272
0.359129966,Eddie Cano,latin jazz,SOOYAUK12AB01889B8,1138
0.634226963,Leon Russell,blues-rock,SONIWYZ12A58A7CB59,1976
0.590792957,Otis Taylor,country blues,SOGXWAU12A8C13BDB7,2001
0.889460725,BeyoncA(c),hip hop,SOMBVNV12A8C1361F0,2003
0.676885931,Lily Allen Featuring Ours,ska,SOFJNFW12AB0181B90,2009
0.741518127,Kraftwerk,electronic,SOMVDFN12A58A7CE36,1920
0.513467522,Fiona,chinese music,SOITKGP12A58A75D98,1607
0.520757635,Atomic Rooster,hard rock,SONPYCF12AB01837AF,1971
0.567510986,Information Society,freestyle,SOTRBNH12A8C1437CA,1997
0.582804694,Charlie Rich,rockabilly,SOFYGSX12A8C144D43,1393
0.548738642,Peret,rumba,SODVGEX12AB01803B2,1973
0.428375417,Sonny Simmons,free jazz,SOGRWLL12A6D4F9ECF,1061
0.520204911,Jim Chappell,chamber jazz,SOECXXF12AB0180834,1893
0.380317056,Alain-FranASSois,french pop,SOWONAR12AB018A39C,1635
0.768223625,B.o.B,dirty south rap,SOULTKQ12AB018A183,2010
0.616884544,Cali,dance pop,SOIABUP12AAF3B55F2,1461
0.842636334,Justin Timberlake,rock,SOTSCLM12AF72A097D,2006
0.81444811,Pearl Jam,grunge,SOQJPYF12AF72AA8E2,2002
0.065327328,AI-TIEM,jungle music,SOCWHPT12A67ADA68D,2003
0.264713987,Angela Dimitriou,pop folk,SOHKNPJ12A81C2107E,1259
0.500510256,Jason & The Scorchers,country rock,SOTRJTA12AB0180A36,1998
0.732661132,Del The Funky Homosapien,hip hop,SOBACYS12A8C13D6A4,1998
0.439907658,Mau Mau,progressive house,SOVQPMO12A6D4F8B8E,1994
0.579424109,Little Milton,electric blues,SOVLXGX12AB0186244,1975
0.722733963,Peter Tosh,roots reggae,SOKSJHK12A6D4F7DF6,1978
0.752318643,Talking Heads,dance rock,SOHCMZK12A6D4F8933,2005
0.529659331,The Freedom,hard rock,SOKAWOJ12AB018192A,1712
0.616509853,Movado,dancehall,SOUGFKW12A8C136C62,1252
0.548738642,Varios Artistas de Rumba,rumba,SOMFTLI12AB018BC0A,1016
0.789707049,Shai Hulud,math-core,SOQIYTK12AB0189CCF,2008
0.632559542,Despina Vandi,dance pop,SOUEUYT12A58A7DB62,1559
0.676869597,Daughters,math-core,SOGZVEM12A8C141494,2003
0.69480252,Bryan Ferry,glam rock,SOBMXRG12A6D4F9517,1994
0.609294155,BA(c)nabar,chanson,SOLKNII12AB01823D9,2007
0.820072418,Lifehouse,post-grunge,SOZCARG12A6D4F74D1,2000
0.632718261,Luke Vibert,trip hop,SORIGHO12AB0184BED,1594
0.471212607,Bruce BecVar,meditation,SOIKAUS12AB018AD93,1868
0.566508226,Mario Piu,hard house,SOBWYCD12A8C13B45D,1434
0.497942106,Robert Lockwood_ Jr.,delta blues,SOJTITX12AB0183525,1998
0.501368343,Home Town Hero,post-grunge,SOIXCUV12AB017F48C,2002
0.456059155,Misty Roses,easy listening,SOQSEFW12AB0189888,1577
0.351182454,Wilks,hip hop,SOQMKZB12A8C134A5A,1605
0.46379039,Little Angels,heavy metal,SODSFMM12AAF3B4962,1999
0.618765786,Johnny Osbourne,roots reggae,SOSOSQO12A8C13A23A,1305
0.44276965,Michael Stanley Band,heartland rock,SOSDZBN12AB01815C3,1975
0.526356118,Dark Shadows,psychobilly,SOHDQDZ12A6D4F86E2,1423
0.82785377,The Ataris,pop punk,SOEWVBB12A8C135AE7,2004
0.743129776,Redman,hip hop,SOCKIPJ12A67FFB378,2007
0.833967972,Red Hot Chili Peppers,rap rock,SOQLJFO12A6D4F7503,1991
0.751629597,Kenny G Featuring Brian McKnight,instrumental pop,SOEWOEU12A8C138FB1,1532
0.892688611,Chris Brown,r&b,SOVXTGT12A58A78B8D,1652
0.13818761,Rocky Whatule,stand-up comedy,SOOJGRF12AB0184D20,1240
0.333891379,Don Davis,symphonic metal,SOCZOGJ12A6701C3F3,1701
0.365307971,Maria Forde,los angeles,SORXDPO12AB01861CB,1097
0.352014441,Ken Chu,chinese music,SOONZSD12AAF3B5127,1111
0.597794859,Y&T,heavy metal,SOIRCWN12A6D4FC58D,1987
0.522714075,Ronnie Drew,irish folk,SOXVOIG12A8C13D07D,1626
0.463009513,The Honeydogs,post-grunge,SOKWHHK12AB01895AA,1562
0.333274132,Marco Rima,comedy,SOWZWPJ12A58A7918F,1456
